"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category","Description","CIS RuleID","CIS Control","STIG ID","NIST SP 800-53 Rev 5","Security Impact","Change Risk Level"
"KerberosHashAlgorithms",,"Configure hash algorithms for certificate logon (Kerberos)","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITHashAlgorithmConfigurationEnabled","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (Kerberos)' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-2, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"KerberosHashAlgorithmsSHA1",,"Configure hash algorithms for certificate logon (Kerberos) - SHA1","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITSHA1","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (Kerberos) - SHA1' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-2, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"KerberosHashAlgorithmsSHA256",,"Configure hash algorithms for certificate logon (Kerberos) - SHA256","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITSHA256","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (Kerberos) - SHA256' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-2, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"KerberosHashAlgorithmsSHA384",,"Configure hash algorithms for certificate logon (Kerberos) - SHA384","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITSHA384","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (Kerberos) - SHA384' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-2, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"KerberosHashAlgorithmsSHA512",,"Configure hash algorithms for certificate logon (Kerberos) - SHA512","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITSHA512","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (Kerberos) - SHA512' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-2, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"LANManagerAuthenticationLevel","CCE-36173-3","Network security: LAN Manager authentication level","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","LmCompatibilityLevel","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkSecurity_LANManagerAuthenticationLevel","Integer","5","5","5","Range(0, 5)","Equals(5)","Equals(5)","Equals(5)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Configures 'Network security: LAN Manager authentication level' per security baseline requirements to enforce organizational security policy.","2.3.11.6","3.10 (IG2, IG3)","WN25-SO-000310","CM-6","Sets the LAN Manager / NTLM authentication level (baseline value 5 = send NTLMv2 only, refuse LM and NTLMv1). Eliminates weak LM/NTLMv1 responses that are trivially crackable and relay-prone.","Medium - Refusing LM/NTLMv1 can break very old clients/appliances; verify none remain."
"LanmanWorkstationEnableInsecureGuestLogons","AZ-WIN-00171","Enable insecure guest logons","HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation","AllowInsecureGuestAuth","REG_DWORD","./Vendor/MSFT/Policy","Config/LanmanWorkstation/EnableInsecureGuestLogons","Integer","0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Enable insecure guest logons' per security baseline requirements to enforce organizational security policy.","18.6.8.4","Not Mapped","WN25-CC-000070","CM-6","Disables insecure SMB guest logons, preventing unauthenticated guest access to SMB shares (a data-exposure and malware-delivery vector).","Low - Validate any share relying on guest access; otherwise standard hardening."
"LDAPClientSigningRequirements","CCE-36858-9","Network security: LDAP client signing requirements","HKLM:\SYSTEM\CurrentControlSet\Services\LDAP","LDAPClientIntegrity","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkSecurity_LDAPClientSigningRequirements","Integer","1","1","1","Range(0, 2)","Range(1, 2)","Range(1, 2)","Range(1, 2)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Configures 'Network security: LDAP client signing requirements' per security baseline requirements to enforce organizational security policy.","2.3.11.8","3.10 (IG2, IG3)","WN25-SO-000320","CM-6","LDAP integrity control 'Network security: LDAP client signing requirements'. Requires signing / channel binding so directory traffic resists tampering and LDAP relay attacks against domain controllers.","Medium - Clients that cannot sign/bind may fail to bind; validate before enforcing on DCs."
"LDAPServerChannelBindingTokenRequirements",,"Domain controller: LDAP server channel binding token requirements","HKLM:\SYSTEM\CurrentControlSet\Services\NTDS\Parameters","LdapEnforceChannelBinding","REG_DWORD",,,,"2",,,"Range(0, 2)","Equals(2)",,,"Critical","Domain Controller","Registry","Configures 'Domain controller: LDAP server channel binding token requirements' per security baseline requirements to enforce organizational security policy.","2.3.5.3","3.10 (IG2, IG3)","NA","AC-3, IA-2, SC-12, SC-8","LDAP integrity control 'Domain controller: LDAP server channel binding token requirements'. Requires signing / channel binding so directory traffic resists tampering and LDAP relay attacks against domain controllers.","Medium - Clients that cannot sign/bind may fail to bind; validate before enforcing on DCs."
"LDAPServerSigningRequirements",,"Domain controller: LDAP server signing requirements enforcement","HKLM:\SYSTEM\CurrentControlSet\Services\NTDS\Parameters","LDAPServerEnforceIntegrity","REG_DWORD",,,,"1",,,"Range(0, 1)","Equals(1)",,,"Critical","Domain Controller","Registry","Configures 'Domain controller: LDAP server signing requirements enforcement' per security baseline requirements to enforce organizational security policy.","2.3.5.4","3.10 (IG2, IG3)","NA","IA-2, SC-8","LDAP integrity control 'Domain controller: LDAP server signing requirements enforcement'. Requires signing / channel binding so directory traffic resists tampering and LDAP relay attacks against domain controllers.","Medium - Clients that cannot sign/bind may fail to bind; validate before enforcing on DCs."
"LetEveryonePermissionsApplyToAnonymousUsers","CCE-36148-5","Network access: Let Everyone permissions apply to anonymous users","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","EveryoneIncludesAnonymous","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_LetEveryonePermissionsApplyToAnonymousUsers","Integer","0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Configures 'Network access: Let Everyone permissions apply to anonymous users' per security baseline requirements to enforce organizational security policy.","2.3.10.5","Not Mapped","WN25-SO-000240","CM-6","Stops anonymous users from inheriting the Everyone group's permissions, so null-session callers do not gain resource access granted broadly to Everyone.","Low - Standard hardening; minimal compatibility impact."
"LimitBlankPasswordConsoleOnly","CCE-37615-2","Accounts: Limit local account use of blank passwords to console logon only","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","LimitBlankPasswordUse","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/Accounts_LimitLocalAccountUseOfBlankPasswordsToConsoleLogonOnly","Integer","1","1","1","Range(0, 1)","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Restricts accounts with blank passwords to console-only logon, preventing remote network access with empty credentials.","2.3.1.2","5.2 (IG1, IG2, IG3)","WN25-SO-000020","CM-6","Restricts blank-password local accounts to console logon, preventing remote authentication with empty passwords.","Low - Standard hardening; minimal impact."
"LimitRemoteAccessToEventLogService","TBD","Limit remote access to the Event Log Service","HKLM:\Software\Policies\Microsoft\Windows\EventLog","RpcAccess_Remote_Setting","REG_DWORD",,,,"2","2","2","Range(0, 2)","Equals(2)","Equals(2)","Equals(2)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Restricts which accounts can remotely connect to the Windows Event Log service. Default of Authenticated Users allows any domain account to connect, creating a credential-stealing attack vector. Must be set to Administrators (2) unless third-party log collection requires Event Log Readers (1).","NA","NA","NA","AC-3, AC-6, AC-17, AU-9","Restricts remote access to the Event Log service, limiting which principals can read security-relevant logs remotely.","Low - Validate centralized log-collection tooling; otherwise minimal."
"LogonBlockAccountDetailsSignin","AZ-WIN-00138","Block user from showing account details on sign-in","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","BlockUserFromShowingAccountDetailsOnSignin","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Block user from showing account details on sign-in' per security baseline requirements to enforce organizational security policy.","18.9.29.1","4.1 (IG1, IG2, IG3)","NA","AC-2","Logon/lock-screen exposure control 'Block user from showing account details on sign-in'. Reduces information disclosed at the lock screen or sign-in (usernames, account details, UI surfaces) that aids targeting or unattended-console abuse.","Low - User-experience hardening; minimal functional impact."
"LogonDontEnumerateConnectedUsers","AZ-WIN-202216","Do not enumerate connected users on domain-joined computers","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","DontEnumerateConnectedUsers","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Warning","Domain Controller, Member Server","Registry","Configures 'Do not enumerate connected users on domain-joined computers' per security baseline requirements to enforce organizational security policy.","18.9.29.3","Not Mapped","NA","CM-6","Logon/lock-screen exposure control 'Do not enumerate connected users on domain-joined computers'. Reduces information disclosed at the lock screen or sign-in (usernames, account details, UI surfaces) that aids targeting or unattended-console abuse.","Low - User-experience hardening; minimal functional impact."
"LogonEnumLocalUsersOnDomain","AZ-WIN-202204","Enumerate local users on domain-joined computers","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","EnumerateLocalUsers","REG_DWORD",,,,,"0",,"Range(0, 1)",,"Equals(0)",,"Warning","Member Server","Registry","Configures 'Enumerate local users on domain-joined computers' per security baseline requirements to enforce organizational security policy.","18.9.29.4","Not Mapped","WN25-MS-000030","CM-7","Logon/lock-screen exposure control 'Enumerate local users on domain-joined computers'. Reduces information disclosed at the lock screen or sign-in (usernames, account details, UI surfaces) that aids targeting or unattended-console abuse.","Low - User-experience hardening; minimal functional impact."
